Lon,Lat,City,State,Date,Attendance,Movement,Cause,Description
-120.5108421,46.601557,Yakima,WA,2018-01-20,800,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-89.3837613,43.074761,Madison,WI,2017-04-22,4450,U.S. Politics,Scientific Funding,March for Science
-89.3837613,43.074761,Madison,WI,2017-04-22,3625,Environmental & Food Justice,Climate Justice,Madison Climate March
-89.3837613,43.074761,Madison,WI,2017-03-08,1060,Women's Rights,General Awareness,A Day Without a Woman
-87.922497,43.0349931,Milwaukee,WI,2017-04-22,1010,U.S. Politics,Scientific Funding,March for Science
-87.922497,43.0349931,Milwaukee,WI,2017-02-13,15000,Racial Justice,Immigrant Rights,Against Milwaukee Sheriff arresting undocumented immigrants
-87.922497,43.0349931,Milwaukee,WI,2018-01-20,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-87.922497,43.0349931,Milwaukee,WI,2017-05-01,2000,Workers & Labor Rights,General Awareness,May Day
-87.922497,43.0349931,Milwaukee,WI,2017-09-06,2000,Racial Justice,Immigrant Rights,Protesting Trump's decision to end DACA
-87.71453,43.7508284,Sheboygan,WI,2017-03-20,500,Racial Justice,Immigrant Rights,oppose immigration ordinance
-81.6332812,38.3505995,Charleston,WV,2017-02-05,1000,Racial Justice,Immigrant Rights,Immigration ban
-81.6332812,38.3505995,Charleston,WV,2018-02-17,12000,Workers & Labor Rights,General Awareness,Rallying for state workers
-81.6332812,38.3505995,Charleston,WV,2018-02-22,5000,U.S. Politics,Education,Rallying for better pay and benefits for teachers
-81.6332812,38.3505995,Charleston,WV,2018-02-26,2000,Workers & Labor Rights,General Awareness,Labor protest
-81.6332812,38.3505995,Charleston,WV,2018-01-31,500,U.S. Politics,Health Care,Rallying for more expansive healthcare coverage
-80.4570191,37.7806769,Fairlea,WV,2017-06-20,1100,Other,Other,Eastern National Rally by the Christian Motorcyclists Association
-82.445154,38.4192496,Huntington,WV,2017-08-03,9000,U.S. Politics,Politician Support,Make American Great Again rally
-79.9559437,39.6296809,Morgantown,WV,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-79.9559437,39.6296809,Morgantown,WV,2017-07-09,500,U.S. Politics,Anti-Budget Cuts,Care Not Cuts
-104.820200,41.140000,Cheyenne,WY,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
